날짜,요일,주문수,평균기온,최저기온,최고기온,강수량mm,구글검색량,네이버검색량,확진자,사망자,완치자,지하철승하차인원,공휴일,복날,방학여부,도마1동인구,도마2동인구,변동인구,영업가게,유튜브조회수,전국확진자,전국완치자,전국사망자,코로나발발
2019-12-25,수,108,2.2,-3.6,8.9,NA,81.57142857,24.19976,0,0,0,180089,1,0,1,15272,18659,16577,31,NA,0,0,0,0
2019-12-26,목,55,2.4,0.5,4,3,81.42857143,14.17532,0,0,0,238633,0,0,1,15270,18657,16577,31,NA,0,0,0,0
2019-12-27,금,66,0.1,-3.1,5.2,NA,81.28571429,18.04442,0,0,0,264213,0,0,1,15268,18655,16577,31,NA,0,0,0,0
2019-12-28,토,72,0.6,-5,8.2,NA,81.14285714,19.81771,0,0,0,194475,0,0,1,15266,18653,16577,30,NA,0,0,0,0
2019-12-29,일,57,2,-2.3,6.3,7,81,19.63939,0,0,0,139745,0,0,1,15264,18651,16577,30,NA,0,0,0,0
2019-12-30,월,58,4.2,-0.4,9.4,1.5,77.85714286,17.07137,0,0,0,240262,0,0,1,15263,18649,16577,30,NA,0,0,0,0
2019-12-31,화,107,-4.7,-7.5,-0.4,0,74.71428571,30.29015,0,0,0,252034,0,0,1,15262,18647,16577,30,NA,0,0,0,0
2020-01-01,수,77,-0.6,-7.7,5.1,0,71.57142857,21.35104,0,0,0,109360,1,0,1,15260,18645,16576,30,NA,0,0,0,0
2020-01-02,목,35,1.3,-2.8,5.3,NA,68.42857143,14.57819,0,0,0,228188,0,0,1,15258,18643,16575,30,NA,0,0,0,0
2020-01-03,금,57,2,-1.7,7.7,NA,65.28571429,17.64265,0,0,0,248656,0,0,1,15256,18641,16574,30,NA,0,0,0,0
2020-01-04,토,61,0.6,-3.9,7.7,NA,62.14285714,19.18699,0,0,0,182807,0,0,1,15254,18639,16573,30,NA,0,0,0,0
2020-01-05,일,64,1.3,-4.7,8.1,NA,59,18.84906,0,0,0,136670,0,0,1,15252,18637,16572,30,NA,0,0,0,0
2020-01-06,월,60,2.9,-0.6,5,10.3,58.57142857,16.08951,0,0,0,228347,0,0,1,15250,18635,16571,30,NA,0,0,0,0
2020-01-07,화,51,8.6,4.9,14.2,57,58.14285714,16.70482,0,0,0,218760,0,0,1,15248,18633,16570,30,NA,0,0,0,0
2020-01-08,수,29,4.5,2.3,11.2,2.4,57.71428571,15.22433,0,0,0,232838,0,0,1,15246,18631,16569,30,NA,0,0,0,0
2020-01-09,목,45,1.4,-2,5,NA,57.28571429,15.74828,0,0,0,246102,0,0,1,15244,18629,16568,30,NA,0,0,0,0
2020-01-10,금,57,0.3,-3.9,6.4,NA,56.85714286,18.39446,0,0,0,261852,0,0,1,15242,18627,16567,30,NA,0,0,0,0
2020-01-11,토,60,1.2,-3,7,NA,56.42857143,19.82982,0,0,0,192596,0,0,1,15240,18625,16566,30,NA,0,0,0,0
2020-01-12,일,64,1.4,-1.6,6.4,NA,56,19.40604,0,0,0,141834,0,0,1,15238,18623,16565,30,NA,0,0,0,0
2020-01-13,월,53,0.2,-3.6,3.5,0,57.85714286,15.50391,0,0,0,241691,0,0,1,15236,18621,16564,30,NA,0,0,0,0
2020-01-14,화,46,-0.1,-3,4.6,NA,59.71428571,15.19791,0,0,0,245567,0,0,1,15234,18619,16563,30,NA,0,0,0,0
2020-01-15,수,46,-0.9,-4.1,4.2,NA,61.57142857,15.69214,0,0,0,246998,0,0,1,15232,18618,16562,30,NA,0,0,0,0
2020-01-16,목,51,-0.6,-4.1,5.6,NA,63.42857143,15.82753,0,0,0,242363,0,0,1,15230,18617,16561,30,NA,0,0,0,0
2020-01-17,금,46,0,-2.8,5.8,NA,65.28571429,18.84686,0,0,0,257503,0,0,1,15228,18616,16560,30,NA,0,0,0,0
2020-01-18,토,60,0.5,-4.5,7.8,NA,67.14285714,19.47098,0,0,0,191486,0,0,1,15226,18615,16559,30,NA,0,0,0,0
2020-01-19,일,54,2.6,-2.5,8.7,NA,69,19.62068,0,0,0,147373,0,0,1,15224,18614,16558,30,NA,0,0,0,0
2020-01-20,월,47,3.4,-0.9,8.1,0,71.57142857,15.45878,0,0,0,246107,0,0,1,15222,18613,16557,30,NA,0,0,0,0
2020-01-21,화,52,0.5,-5.3,7.5,NA,74.14285714,14.84017,0,0,0,242497,0,0,1,15220,18612,16557,30,NA,1,0,0,1
2020-01-22,수,51,2.4,-0.2,3.6,0.7,76.71428571,16.54081,0,0,0,240219,0,0,1,15218,18611,16557,30,NA,0,0,0,1
2020-01-23,목,72,6.1,2.7,13,0.6,79.28571429,17.05926,0,0,0,241060,0,0,1,15216,18610,16557,30,NA,0,0,0,1
2020-01-24,금,67,4.4,-0.7,11.3,NA,81.85714286,16.48247,0,0,0,96350,1,0,1,15214,18609,16557,30,NA,1,0,0,1
2020-01-26,일,82,6.5,1,11.5,NA,87,25.94663,0,0,0,108301,1,0,1,15210,18607,16557,30,NA,0,0,0,1
2020-01-27,월,64,6,3.2,8.2,7.5,86.71428571,24.89322,0,0,0,110620,1,0,1,15208,18606,16557,30,NA,2,0,0,1
2020-01-28,화,44,6.3,2.8,10.5,0,86.42857143,16.41423,0,0,0,225659,0,0,1,15206,18605,16557,30,NA,0,0,0,1
2020-01-29,수,53,6.7,4.2,10,NA,86.14285714,16.03337,0,0,0,232046,0,0,1,15204,18604,16557,30,NA,0,0,0,1
2020-01-30,목,70,6.1,3.2,10.6,NA,85.85714286,16.2227,0,0,0,227285,0,0,1,15201,18603,16557,30,NA,3,0,0,1
2020-01-31,금,71,3.7,0.1,7.5,NA,85.57142857,21.285,0,0,0,235175,0,0,1,15198,18602,16557,30,NA,4,0,0,1
2020-02-01,토,82,2.1,-2.5,7.3,NA,85.28571429,24.28561,0,0,0,159537,0,0,1,15199,18601,16556,30,NA,1,0,0,1
2020-02-02,일,83,1.8,-2.3,7.6,NA,85,23.31256,0,0,0,118524,0,0,1,15200,18600,16555,30,NA,3,0,0,1
2020-02-03,월,46,1.5,-3.6,5.9,0,85.85714286,18.88539,0,0,0,214248,0,0,1,15201,18599,16554,30,NA,0,0,0,1
2020-02-04,화,59,0.4,-5.8,7.2,0.7,86.71428571,18.56727,0,0,0,214658,0,0,1,15202,18598,16553,30,NA,1,0,0,1
2020-02-05,수,52,-4.6,-8.2,0.8,0.1,87.57142857,18.86227,0,0,0,210764,0,0,1,15203,18597,16552,30,NA,5,0,1,1
2020-02-06,목,57,-5,-10.5,0.8,NA,88.42857143,18.69056,0,0,0,204434,0,0,1,15204,18596,16551,30,NA,3,0,1,1
2020-02-07,금,84,-1.2,-7.6,4.8,NA,89.28571429,22.68404,0,0,0,219933,0,0,1,15205,18595,16550,30,NA,0,0,0,1
2020-02-08,토,62,1.6,-2.1,6.5,NA,90.14285714,25.70117,0,0,0,150564,0,0,1,15206,18594,16549,30,NA,0,0,0,1
2020-02-09,일,57,0.5,-5.4,7.2,NA,91,26.16898,0,0,0,117910,0,0,1,15207,18593,16548,30,NA,3,0,1,1
2020-02-10,월,59,5.1,-0.2,12,NA,88.28571429,18.94813,0,0,0,213619,0,0,1,15208,18592,16547,30,NA,0,0,1,1
2020-02-11,화,47,6.6,-2.1,16,NA,85.57142857,17.73291,0,0,0,215210,0,0,1,15209,18591,16546,30,NA,1,0,0,1
2020-02-12,수,52,7.7,5.3,9.8,15.8,82.85714286,18.59919,0,0,0,200951,0,0,1,15210,18590,16545,30,NA,0,0,3,1
2020-02-13,목,48,7.4,3.7,9.8,0.1,80.14285714,16.19078,0,0,0,218932,0,0,1,15211,18589,16544,30,NA,0,0,0,1
2020-02-14,금,63,7.5,3.5,14.4,NA,77.42857143,19.33119,0,0,0,242827,0,0,1,15212,18587,16543,30,NA,0,0,0,1
2020-02-15,토,73,9.9,3.2,16.8,1.5,74.71428571,21.85188,0,0,0,169071,0,0,1,15213,18585,16542,30,NA,0,0,2,1
2020-02-16,일,81,0.8,-1.9,8.6,8.4,72,23.60316,0,0,0,119789,0,0,1,15214,18583,16541,30,NA,1,0,0,1
2020-02-17,월,67,-3.2,-5.4,0,0.7,73,19.56564,0,0,0,216470,0,0,1,15215,18581,16540,30,NA,1,0,1,1
2020-02-18,화,52,-1.6,-7.2,5,0.1,74,16.61786,0,0,0,217004,0,0,1,15216,18579,16539,30,NA,9,0,2,1
2020-02-19,수,46,2.1,-4,9.2,NA,75,15.89137,0,0,0,217613,0,0,1,15217,18577,16538,30,NA,7,0,4,1
2020-02-20,목,73,5.3,-1.2,13,NA,76,16.42083,0,0,0,207963,0,0,1,15218,18575,16539,30,NA,58,1,0,1
2020-02-21,금,71,7.3,0.2,14.9,2.3,77,21.07146,0,0,0,195676,0,0,1,15219,18573,16540,30,NA,100,0,1,1
2020-02-22,토,92,6.3,1.6,10.4,1.2,78,24.34946,2,0,0,99027,0,0,1,15220,18571,16541,30,NA,229,2,1,1
2020-02-23,일,84,3.7,-1.9,9.8,NA,79,23.01756,1,0,0,52248,0,0,1,15220,18572,16542,30,NA,175,3,0,1
2020-02-24,월,63,7.4,-2.3,15.9,0.4,77.57142857,18.33171,0,0,0,120472,0,0,1,15220,18573,16543,30,NA,235,1,4,1
2020-02-25,화,81,7,6.2,9.1,55.3,76.14285714,21.56018,0,0,0,105369,0,0,1,15220,18574,16544,30,NA,134,3,0,1
2020-02-26,수,61,8,4.2,14.7,NA,74.71428571,19.27064,2,0,0,110778,0,0,1,15220,18575,16545,30,NA,284,2,2,1
2020-02-27,목,49,6.9,3.4,12.5,NA,73.28571429,20.02135,4,0,0,97481,0,0,1,15220,18576,16544,30,NA,505,1,2,1
2020-02-28,금,99,5.1,3.7,6.7,4.6,71.85714286,31.57251,4,0,0,93038,0,0,1,15220,18577,16543,30,NA,571,0,1,1
2020-02-29,토,84,7.4,3.8,12.9,NA,70.42857143,28.96486,0,0,0,50866,0,0,1,15220,18578,16543,30,NA,813,4,1,1
2020-03-01,일,79,6.3,2.6,11.8,NA,69,28.99568,0,0,0,35976,1,0,1,15220,18579,16544,30,NA,586,1,2,1
2020-03-02,월,77,5.3,2.2,10.6,NA,69.85714286,22.67964,1,0,1,100849,0,0,1,15220,18579,16545,30,NA,476,4,1,1
2020-03-03,화,70,7.2,0.1,15,NA,70.71428571,21.285,0,0,0,100414,0,0,1,15219,18579,16546,30,NA,600,6,3,1
2020-03-04,수,73,4.2,0.2,8.8,0,71.57142857,21.56679,1,0,0,101792,0,0,1,15218,18579,16547,30,NA,516,4,7,1
2020-03-05,목,64,3,-1.9,9.3,NA,72.42857143,21.63724,1,0,0,101381,0,0,1,15217,18579,16548,30,NA,438,3,47,1
2020-03-06,금,73,4.5,-3.6,12.3,NA,73.28571429,25.31371,2,0,0,111058,0,0,1,15216,18579,16549,29,NA,518,9,20,1
2020-03-07,토,99,6,2.5,10.6,0,74.14285714,26.7953,0,0,0,62124,0,0,1,15215,18579,16550,29,NA,483,0,10,1
2020-03-08,일,77,8.7,-0.2,18.6,NA,75,24.2658,0,0,1,45324,0,0,1,15214,18579,16551,29,NA,367,6,12,1
2020-03-09,월,78,10,3,16.1,1.6,73,19.57775,1,0,0,114000,0,0,1,15213,18579,16552,29,NA,248,1,36,1
2020-03-10,화,65,6.8,3.3,9.2,8.8,71,20.89644,0,0,0,105213,0,0,1,15212,18579,16553,29,NA,131,3,81,1
2020-03-11,수,72,4.8,0.7,10.2,NA,69,18.83475,0,0,1,115612,0,0,1,15211,18579,16554,29,NA,242,6,41,1
2020-03-12,목,47,7,-1.6,16.2,NA,67,18.85897,2,0,0,113874,0,0,1,15210,18579,16555,29,NA,114,6,45,1
2020-03-13,금,75,6.6,0.9,12.4,NA,65,23.53271,2,0,2,121790,0,0,1,15209,18579,16556,29,NA,110,1,177,1
2020-03-14,토,84,4.7,-2.2,11.7,NA,63,25.4502,0,0,0,76589,0,0,1,15208,18579,16557,29,NA,107,5,204,1
2020-03-15,일,76,5.4,0.8,12.4,0,61,23.99722,0,0,0,51367,0,0,1,15207,18579,16558,29,NA,76,3,120,1
2020-03-16,월,79,4.4,-1.8,11.2,NA,60.57142857,18.24145,0,0,0,121585,0,0,0,15206,18579,16559,29,NA,74,0,303,1
2020-03-17,화,58,7.8,2.6,12.8,NA,60.14285714,18.66084,0,0,0,118958,0,0,0,15204,18579,16560,29,NA,84,6,264,1
2020-03-18,수,56,10.4,2.5,19.2,NA,59.71428571,17.65916,0,0,0,124023,0,0,0,15202,18579,16561,29,NA,93,3,139,1
2020-03-19,목,59,10.4,6.6,15.4,NA,59.28571429,19.30697,0,0,0,115662,0,0,0,15200,18579,16562,29,NA,152,7,407,1
2020-03-20,금,64,9.6,3.4,15.8,NA,58.85714286,22.75559,0,0,1,134280,0,0,0,15198,18579,16562,29,NA,87,3,286,1
2020-03-21,토,70,14.6,5.6,23.1,NA,58.42857143,23.61747,0,0,0,82207,0,0,0,15196,18579,16562,29,NA,147,8,379,1
2020-03-22,일,70,13.2,7.4,19.9,NA,58,23.54922,2,0,1,57439,0,0,0,15194,18579,16562,29,NA,98,2,297,1
2020-03-23,월,64,10.2,2.9,18.2,NA,60.85714286,18.38785,0,0,0,123886,0,0,0,15192,18579,16562,29,NA,64,7,257,1
2020-03-24,화,56,11.4,3.3,19.4,NA,63.71428571,18.65533,0,0,0,122439,0,0,0,15190,18579,16562,29,NA,76,9,341,1
2020-03-25,수,52,13.6,4.2,22.6,NA,66.57142857,18.91731,0,0,0,123917,0,0,0,15188,18578,16562,29,NA,100,6,223,1
2020-03-26,목,65,14.2,9.4,19.4,1.4,69.42857143,19.45557,6,0,0,116324,0,0,0,15186,18577,16562,29,NA,104,5,414,1
2020-03-27,금,70,11.9,5.6,14.8,12.6,72.28571429,22.64771,1,0,3,123390,0,0,0,15184,18576,16562,29,NA,91,8,384,1
2020-03-28,토,79,7.5,4.1,12.4,NA,75.14285714,23.41603,0,0,1,78425,0,0,0,15182,18575,16562,29,NA,146,5,283,1
2020-03-29,일,75,8.9,0.4,16.7,NA,78,22.60368,3,0,4,54882,0,0,0,15180,18574,16562,29,NA,105,8,222,1
2020-03-30,월,44,12.2,5.7,19.3,NA,77.28571429,17.1198,0,0,3,122531,0,0,0,15178,18573,16562,29,NA,78,6,195,1
2020-03-31,화,49,12.6,3.7,20.9,NA,76.57142857,17.95636,2,0,1,121108,0,0,0,15176,18572,16562,29,NA,125,4,180,1
2020-04-01,수,52,11.6,6,20.3,NA,75.85714286,18.47921,0,0,0,122444,0,0,0,15175,18571,16561,29,NA,101,3,159,1
2020-04-02,목,42,10.1,2.7,18,NA,75.14285714,17.80006,0,0,0,122168,0,0,0,15174,18570,16560,29,NA,89,4,261,1
2020-04-03,금,43,11,3.3,18.9,NA,74.42857143,22.46059,0,0,0,134167,0,0,0,15173,18569,16559,29,NA,86,5,193,1
2020-04-04,토,68,9.5,4.3,16.6,NA,73.71428571,25.64063,0,0,0,87150,0,0,0,15172,18568,16558,29,NA,94,3,304,1
2020-04-05,일,76,8,0.6,16.5,NA,73,23.29935,1,0,0,60137,0,0,0,15172,18567,16557,29,NA,81,6,138,1
2020-04-06,월,68,9.7,0.9,18.3,NA,72.57142857,17.7098,2,0,1,132401,0,0,0,15172,18566,16556,29,NA,47,3,135,1
2020-04-07,화,35,11.5,4.5,19.2,NA,72.14285714,18.40766,0,0,1,131181,0,0,0,15172,18565,16555,29,NA,47,6,96,1
2020-04-08,수,58,10.1,5.1,16.3,NA,71.71428571,19.08572,0,0,0,131869,0,0,0,15172,18564,16554,29,NA,53,8,82,1
2020-04-09,목,65,9.6,2.4,16.7,NA,71.28571429,19.17928,0,0,0,133293,0,0,0,15172,18563,16553,29,NA,39,4,197,1
2020-04-10,금,68,10.9,5.4,17.9,NA,70.85714286,26.32529,0,0,1,144991,0,0,0,15172,18562,16552,29,NA,27,4,144,1
2020-04-11,토,73,8.9,4.6,14.7,NA,70.42857143,26.15027,0,0,1,94154,0,0,0,15172,18561,16551,29,NA,30,3,126,1
2020-04-12,일,74,8.6,2.5,17.3,1.3,70,26.22402,0,0,1,62739,0,0,0,15172,18560,16550,29,NA,32,3,125,1
2020-04-13,월,67,10.7,4.7,18.5,NA,69.28571429,19.81221,0,0,0,139999,0,0,0,15172,18558,16549,29,NA,25,3,79,1
2020-04-14,화,62,12.9,4.3,21.9,NA,68.57142857,20.8425,0,0,1,146391,0,0,0,15172,18556,16548,29,NA,27,5,87,1
2020-04-15,수,62,12.8,4,21.4,NA,67.85714286,23.03517,0,0,0,83700,1,0,0,15172,18554,16547,29,NA,27,3,82,1
2020-04-16,목,54,16,6,24.1,NA,67.14285714,16.35809,0,0,1,139050,0,0,0,15172,18552,16546,29,NA,22,4,141,1
2020-04-17,금,58,14.3,9.7,20.5,4,66.42857143,22.70165,1,0,0,145670,0,0,0,15172,18550,16545,29,NA,22,1,72,1
2020-04-18,토,71,14.2,10.4,21.2,0.1,65.71428571,23.20139,0,0,0,103847,0,0,0,15172,18548,16544,29,NA,18,2,108,1
2020-04-19,일,67,11.3,9.2,14.7,12.4,65,25.55257,0,0,0,65637,0,0,0,15172,18546,16543,29,NA,8,2,105,1
2020-04-20,월,55,11,7.8,16.2,0,66.28571429,17.75823,0,0,1,144167,0,0,0,15172,18544,16542,29,NA,13,2,72,1
2020-04-21,화,60,9,5.1,14.3,NA,67.57142857,16.87654,0,0,0,143612,0,0,0,15172,18542,16541,29,NA,9,1,99,1
2020-04-22,수,67,7.3,4,11.6,0,68.85714286,17.79125,1,0,1,142570,0,0,0,15172,18540,16540,29,NA,11,1,64,1
2020-04-23,목,55,9.1,4,15.1,NA,70.14285714,16.89635,0,0,2,146315,0,0,0,15172,18539,16539,29,NA,8,2,134,1
2020-04-24,금,66,10.7,4.4,16.7,NA,71.42857143,20.94377,0,0,1,165056,0,0,0,15172,18538,16538,29,NA,6,0,90,1
2020-04-25,토,81,14.9,9,22.6,NA,72.71428571,25.05723,0,0,2,110057,0,0,0,15172,18537,16537,29,NA,10,0,134,1
2020-04-26,일,60,12.8,6.6,19.3,NA,74,23.62077,0,0,2,79059,0,0,0,15172,18536,16536,29,NA,10,2,82,1
2020-04-27,월,57,12.1,5.5,18.6,0,72.28571429,17.10439,0,0,0,154178,0,0,0,15172,18535,16535,29,NA,10,1,47,1
2020-04-28,화,51,13.5,5.1,21.2,NA,70.57142857,17.73511,0,0,1,156509,0,0,0,15172,18534,16533,29,NA,14,1,90,1
2020-04-29,수,53,16.2,8.3,24.5,NA,68.85714286,18.7577,0,0,0,171895,0,0,0,15172,18533,16531,29,NA,9,2,68,1
2020-04-30,목,66,17.7,6.7,26.9,NA,67.14285714,21.09567,0,0,0,99548,1,0,0,15172,18532,16529,29,NA,4,1,137,1
2020-05-01,금,58,22.4,16.4,29.3,NA,65.42857143,19.27175,0,0,0,121645,1,0,0,15172,18531,16528,29,NA,9,1,13,1
2020-05-02,토,74,22.5,19.5,26.9,0,63.71428571,22.00929,0,0,1,109549,0,0,0,15171,18530,16527,29,NA,6,2,51,1
2020-05-03,일,69,19.2,16.9,22.5,6.5,62,22.06983,0,0,0,78543,0,0,0,15170,18529,16526,29,NA,13,0,60,1
2020-05-04,월,78,20.6,14,27.4,NA,59.57142857,18.84026,0,1,0,157630,0,0,0,15169,18528,16525,29,NA,8,2,34,1
2020-05-05,화,104,15.6,11.8,22.2,1.4,57.14285714,26.17779,0,0,0,85272,1,0,0,15169,18527,16524,29,NA,3,2,66,1
2020-05-06,수,36,19.7,13.8,27.8,NA,54.71428571,15.76149,0,0,2,169303,0,0,0,15169,18526,16523,29,NA,2,1,50,1
2020-05-07,목,47,19.6,12.3,25.9,NA,52.28571429,15.16819,1,0,0,171642,0,0,0,15169,18525,16522,29,NA,4,1,86,1
2020-05-08,금,68,19.4,12.3,26.2,7.4,49.85714286,21.4369,0,0,0,180557,0,0,0,15169,18524,16521,29,NA,12,0,65,1
2020-05-09,토,61,15.9,13.3,18.5,17.9,47.42857143,22.25475,0,0,0,111775,0,0,0,15169,18524,16520,29,NA,18,0,84,1
2020-05-10,일,75,14.7,13.2,18.3,0.1,45,20.56071,0,0,0,88681,0,0,0,15169,18524,16519,29,NA,34,0,42,1
2020-05-11,월,51,18.5,14,24.4,0,49.57142857,15.46098,0,0,0,168766,0,0,0,15169,18524,16518,30,NA,35,0,22,1
2020-05-12,화,55,16.5,12.1,21.1,0.2,54.14285714,15.46429,2,0,0,167163,0,0,0,15169,18524,16517,30,NA,27,2,38,1
2020-05-13,수,58,16.3,9.2,22.6,NA,58.71428571,15.45328,0,0,0,168530,0,0,0,15169,18524,16516,30,NA,26,1,25,1
2020-05-14,목,54,19.9,11.8,27.8,NA,63.28571429,15.91559,0,0,1,172436,0,0,0,15169,18524,16515,30,NA,29,1,67,1
2020-05-15,금,78,16.7,15.2,19.9,24.9,67.85714286,22.67523,0,0,0,167692,0,0,0,15169,18524,16514,30,NA,27,0,59,1
2020-05-16,토,71,17.9,15.9,20.8,0,72.42857143,22.31529,0,0,0,130123,0,0,0,15169,18524,16513,30,NA,19,2,30,1
2020-05-17,일,54,21.2,15.9,28.5,NA,77,19.83092,1,0,0,92268,0,0,0,15169,18524,16512,30,NA,13,0,37,1
2020-05-18,월,57,20.2,13.9,27.3,7.6,76.14285714,16.2249,0,0,0,163519,0,0,0,15169,18524,16511,30,NA,15,1,16,1
2020-05-19,화,63,13.5,11.7,16.7,3.3,75.28571429,15.37953,0,0,0,159103,0,0,0,15169,18524,16511,30,NA,13,0,34,1
2020-05-20,수,45,14.5,8.6,20.7,NA,74.42857143,14.8919,0,0,0,174473,0,0,0,15169,18524,16511,30,NA,32,0,128,1
2020-05-21,목,48,17.5,10.1,23.5,NA,73.57142857,15.29367,0,0,0,174096,0,0,0,15169,18524,16511,30,NA,12,1,69,1
2020-05-22,금,60,19.1,14.5,25.7,8.3,72.71428571,17.95526,0,0,0,188374,0,0,0,15169,18524,16511,30,NA,20,0,27,1
2020-05-23,토,56,20.6,14.6,26.3,NA,71.85714286,21.22446,1,0,1,136780,0,0,0,15169,18524,16511,30,NA,23,2,32,1
2020-05-24,일,73,19.8,16.2,24,2.8,71,19.59646,0,0,0,91254,0,0,0,15169,18524,16511,30,NA,25,0,19,1
2020-05-25,월,59,17.8,14.4,22.2,NA,69.14285714,14.17972,0,0,0,174259,0,0,0,15169,18524,16511,30,NA,16,1,13,1
2020-05-26,화,50,19.6,14.9,24.9,0,67.28571429,14.57929,0,0,0,173166,0,0,0,15169,18524,16511,30,NA,19,2,49,1
2020-05-27,수,55,19.1,13.4,25.2,0,65.42857143,13.57212,0,0,0,176405,0,0,0,15169,18524,16511,30,NA,40,0,20,1
2020-05-28,목,38,19.1,12.7,25.3,NA,63.57142857,13.26061,0,0,0,174908,0,0,0,15169,18524,16511,30,NA,79,0,45,1
2020-05-29,금,65,21.5,16.1,27.6,NA,61.71428571,17.19135,0,0,2,193376,0,0,0,15169,18524,16511,30,NA,58,0,23,1
2020-05-30,토,58,22.7,15.8,29.1,NA,59.85714286,20.45834,0,0,0,133125,0,0,0,15169,18524,16511,30,NA,39,0,35,1
2020-05-31,일,59,21.9,16.7,27.3,NA,58,19.22331,1,0,0,94242,0,0,0,15169,18524,16511,30,NA,27,1,7,1
2020-06-01,월,53,21.1,16.3,26.5,0.6,57.57142857,12.5,0,0,0,174166,0,0,0,15167,18524,16509,31,NA,35,1,17,1
2020-06-02,화,62,20.1,15,23.2,0,57.14285714,13.30353,0,0,0,169128,0,0,0,15165,18524,16507,31,NA,38,1,24,1
2020-06-03,수,49,23.3,19.3,28.8,0,56.71428571,13.19236,0,0,0,175059,0,0,0,15163,18524,16505,31,NA,49,1,21,1
2020-06-04,목,41,25.3,21.9,30.9,NA,56.28571429,14.7455,0,0,0,178651,0,0,0,15161,18524,16503,31,NA,39,0,32,1
2020-06-05,금,68,25.4,22,30.8,NA,55.85714286,18.59699,0,0,0,192939,0,0,0,15159,18524,16501,31,NA,39,0,7,1
2020-06-06,토,64,24.7,20,31.3,3.4,55.42857143,21.65265,0,0,0,121570,1,0,0,15157,18523,16499,31,NA,51,0,25,1
2020-06-07,일,63,24,20.3,30.1,0,55,18.82485,0,0,0,94418,0,0,0,15155,18522,16497,31,NA,57,0,21,1
2020-06-08,월,57,26.2,19.4,32.7,NA,56.57142857,13.07458,0,0,1,173094,0,0,0,15153,18521,16495,31,NA,38,0,11,1
2020-06-09,화,54,27.3,20.3,34.3,NA,58.14285714,13.52478,0,0,0,176620,0,0,0,15151,18520,16493,31,NA,38,1,26,1
2020-06-10,수,53,26.1,21.6,34.2,58.7,59.71428571,15.08123,0,0,0,171120,0,0,0,15149,18519,16491,31,NA,50,2,22,1
2020-06-11,목,51,25.4,20.9,30.8,27.7,61.28571429,14.2876,0,0,0,175119,0,0,0,15147,18518,16489,31,NA,45,0,43,1
2020-06-12,금,63,24.4,22,26.6,3.6,62.85714286,18.82264,0,0,0,188033,0,0,0,15145,18517,16487,31,NA,56,1,15,1
2020-06-13,토,73,24.4,21.1,29.9,19.6,64.42857143,21.22336,0,0,0,128327,0,0,0,15143,18516,16485,31,NA,48,0,22,1
2020-06-14,일,57,24.4,21.3,28.3,0.8,66,18.95033,0,0,0,94203,0,0,0,15141,18515,16483,31,NA,33,0,27,1
2020-06-15,월,81,23.3,18.7,29,NA,67.57142857,13.46204,0,0,0,181221,0,0,0,15139,18514,16481,31,NA,37,0,12,1
2020-06-16,화,56,24.2,18.7,29.5,NA,69.14285714,13.05697,3,0,0,176266,0,0,0,15137,18513,16479,31,NA,34,1,30,1
2020-06-17,수,66,23.5,20.5,27.8,NA,70.71428571,13.27161,5,0,0,165716,0,0,0,15136,18512,16477,31,NA,43,1,14,1
2020-06-18,목,59,20.9,19.9,22.2,0.7,72.28571429,14.2931,7,0,1,156516,0,0,0,15135,18511,16475,31,NA,59,1,26,1
2020-06-19,금,73,24,18.8,29.2,0,73.85714286,16.84682,6,0,0,168231,0,0,0,15134,18510,16473,31,NA,49,0,35,1
2020-06-20,토,87,24.8,20.2,29.4,0.1,75.42857143,19.2057,5,0,0,98299,0,0,0,15133,18509,16471,31,NA,67,0,21,1
2020-06-21,일,89,26.2,20.4,32.2,NA,77,17.59092,10,0,0,67802,0,0,0,15132,18508,16469,31,NA,48,0,12,1
2020-06-22,월,52,27.2,20.7,33.8,NA,75.85714286,12.20059,0,0,0,146707,0,0,0,15131,18507,16467,31,NA,17,0,13,1
2020-06-23,화,55,27,21.8,31.6,NA,74.71428571,12.62328,4,0,0,145081,0,0,0,15130,18508,16465,31,NA,46,1,27,1
2020-06-24,수,62,23,21.3,26.2,7.3,73.57142857,14.62662,8,0,0,140411,0,0,0,15129,18509,16463,31,NA,51,0,22,1
2020-06-25,목,60,21.8,20.2,22.8,3.9,72.42857143,13.59633,4,0,0,142794,0,0,0,15128,18510,16461,31,NA,28,1,44,1
2020-06-26,금,66,23.2,19.7,27.6,0.1,71.28571429,16.77637,4,0,0,157398,0,0,0,15127,18511,16459,31,NA,39,0,198,1
2020-06-27,토,65,24.6,20,30.3,0,70.14285714,18.6146,2,0,0,98247,0,0,0,15126,18511,16457,31,NA,51,0,145,1
2020-06-28,일,53,24.8,19.7,30,NA,69,17.40599,6,0,0,69442,0,0,0,15125,18511,16455,31,NA,62,0,47,1
2020-06-29,월,66,22.4,20.3,27.6,41.5,66,13.39269,2,0,0,145430,0,0,0,15124,18511,16453,31,NA,42,0,65,1
2020-06-30,화,77,20.3,18.3,21.5,24.5,63,13.58422,5,0,0,136960,0,0,0,15123,18511,16454,31,NA,42,0,108,1
2020-07-01,수,55,20.9,17.3,24.3,0.2,60,12.70143,4,0,0,147801,0,0,0,15122,18511,16453,31,NA,51,0,76,1
2020-07-02,목,42,23.5,17.7,28.8,NA,57,12.74876,1,0,0,148219,0,0,0,15121,18511,16452,31,NA,54,0,71,1
